Date,Open,High,Low,Close,Adj Close,Volume
2000-08-03,142.875,145.8125,142.625,145.59375,95.160919,4607100
2000-08-04,146.3125,146.71875,145.40625,146.375,95.671524,3686600
2000-08-07,146.71875,148.4375,146.375,148.125,96.815315,4159800
2000-08-08,147.5,148.8125,147.5,148.6875,97.182938,3658700
2000-08-09,149.140625,149.21875,147.375,147.4375,96.36599,5383800
2000-08-10,147.53125,147.859375,146.28125,146.71875,95.896187,4193400
2000-08-11,146.625,148.0,145.5625,147.40625,96.345543,5089400
2000-08-14,147.78125,149.5625,147.0625,149.28125,97.57106,2966700
2000-08-15,149.34375,149.8125,148.5625,149.15625,97.48938,5564600
2000-08-16,149.3125,149.9375,147.84375,148.625,97.142128,5191600
2000-08-17,148.6875,150.4375,148.34375,150.1875,98.163406,5652200
2000-08-18,150.375,150.375,149.21875,149.6875,97.836594,4626400
2000-08-21,150.03125,150.71875,149.40625,150.5,98.367645,2380600
2000-08-22,150.5625,151.3125,150.09375,150.25,98.204269,3075300
2000-08-23,149.8125,151.28125,149.28125,150.84375,98.592331,5483200
2000-08-24,151.15625,151.5,150.5,151.3125,98.898674,4529000
2000-08-25,151.15625,151.625,150.9375,151.25,98.857841,2822200
2000-08-28,151.25,152.90625,151.25,151.765625,99.194901,5518700
2000-08-29,151.4375,151.875,150.90625,151.796875,99.215317,3561900
2000-08-30,151.3125,151.5,150.34375,150.34375,98.265541,3964800
2000-08-31,151.0625,153.09375,150.90625,152.34375,99.572746,4863100
2000-09-01,153.25,153.59375,152.0,152.5,99.674881,3191200
2000-09-05,151.875,152.203125,150.8125,151.28125,98.878258,3470800
2000-09-06,151.1875,151.953125,149.53125,149.5625,97.754936,4322200
2000-09-07,150.25,151.078125,149.828125,150.84375,98.592331,4265500
2000-09-08,150.28125,150.5,149.328125,149.8125,97.918266,3518200
2000-09-11,149.75,151.1875,148.6875,149.59375,97.775299,3937500
2000-09-12,149.75,150.25,148.4375,148.5,97.06041,4769100
2000-09-13,148.0,149.34375,147.65625,148.890625,97.315735,7691600
2000-09-14,149.875,149.9375,148.15625,149.640625,97.805969,3397100
2000-09-15,148.1875,148.25,146.0,146.0,95.666183,4085700
2000-09-18,146.375,146.96875,144.203125,144.65625,94.78566,5109300
2000-09-19,145.125,146.3125,144.703125,145.96875,95.645653,6588200
2000-09-20,145.6875,146.03125,143.15625,144.890625,94.939293,6508100
2000-09-21,144.46875,145.5625,142.625,142.6875,93.495651,5972300
2000-09-22,142.625,145.3125,142.421875,145.28125,95.195175,7791300
2000-09-25,145.9375,146.0625,143.71875,144.25,94.519455,9726300
2000-09-26,144.375,145.0,142.40625,142.40625,93.311348,5302400
2000-09-27,143.5625,143.96875,142.125,143.15625,93.80278,7186200
2000-09-28,143.1875,146.328125,142.890625,145.0,95.01091,7036400
2000-09-29,145.46875,145.96875,143.625,143.625,94.109932,9333600
2000-10-02,144.28125,144.90625,143.140625,143.84375,94.253288,5517800
2000-10-03,144.53125,145.75,142.28125,142.5,93.37281,9347200
2000-10-04,142.875,144.25,141.75,143.6875,94.150917,6148900
2000-10-05,143.40625,144.84375,143.3125,144.1875,94.478561,4566900
2000-10-06,143.875,144.640625,139.75,141.0625,92.430847,10014900
2000-10-09,141.3125,141.3125,139.375,140.0,91.734665,4508000
2000-10-10,140.09375,141.25,137.6875,137.6875,90.219398,6104700
2000-10-11,137.625,138.625,135.125,136.53125,89.461792,10346000
2000-10-12,137.28125,137.59375,132.78125,133.125,87.229866,12336900
2000-10-13,132.9375,137.65625,132.875,137.5625,90.137505,11778800
2000-10-16,137.40625,138.234375,136.6875,138.1875,90.547012,5659000
2000-10-17,138.4375,138.5625,134.40625,134.75,88.294632,7831700
2000-10-18,132.625,136.125,130.15625,134.25,87.967033,10897300
2000-10-19,136.84375,139.453125,136.4375,139.3125,91.284187,8767300
2000-10-20,138.375,141.1875,138.375,139.90625,91.673256,7373500
2000-10-23,139.9375,141.03125,138.9375,140.53125,92.082779,5290000
2000-10-24,140.96875,141.9375,139.0,139.59375,91.468468,5750700
2000-10-25,138.75,139.5625,136.125,136.3125,89.318405,9137600
2000-10-26,137.125,137.65625,134.03125,136.6875,89.564125,9345800
2000-10-27,137.875,139.28125,136.625,139.28125,91.263725,9762900
2000-10-30,138.4375,141.09375,138.15625,140.53125,92.082779,10154100
2000-10-31,141.015625,143.6875,140.0625,142.953125,93.669724,7752400
2000-11-01,142.25,143.25,141.21875,142.46875,93.352303,6753600
2000-11-02,143.15625,143.90625,142.515625,142.703125,93.505882,11395100
2000-11-03,143.46875,143.75,142.375,142.78125,93.557121,5187100
2000-11-06,143.15625,144.296875,143.03125,143.78125,94.212318,4042500
2000-11-07,143.140625,144.0,142.5625,143.75,94.191833,5231300
2000-11-08,144.0625,144.0625,140.5625,140.5625,92.103241,6123300
2000-11-09,140.0,141.21875,137.25,140.03125,91.755188,10635300
2000-11-10,139.0,139.46875,136.53125,136.625,89.523239,8569500
2000-11-13,135.625,136.984375,133.015625,135.5625,88.826996,17285300
2000-11-14,137.46875,139.625,137.0,139.125,91.161339,7668900
2000-11-15,139.0625,140.109375,137.75,139.5625,91.448021,8837700
2000-11-16,138.578125,139.875,137.3125,137.375,90.014633,6684100
2000-11-17,137.3125,139.0,135.75,136.640625,89.533478,6551100
2000-11-20,135.75,136.375,134.3125,134.6875,88.25367,5458500
2000-11-21,134.875,136.1875,133.515625,135.375,88.70417,7684300
2000-11-22,134.34375,134.875,132.125,132.140625,86.584846,5736900
2000-11-24,133.625,134.96875,133.625,134.84375,88.356079,3411600
2000-11-27,136.46875,136.6875,135.3125,136.03125,89.134163,5992000
2000-11-28,135.125,136.59375,133.640625,133.6875,87.598419,5336100
2000-11-29,134.375,135.90625,133.265625,133.4375,87.434601,6914100
2000-11-30,132.5,133.5,129.75,132.28125,86.676956,11201600
2000-12-01,133.1875,134.0625,131.0,132.21875,86.636017,7587200
2000-12-04,131.875,133.875,131.5,133.34375,87.373161,6996600
2000-12-05,134.875,138.25,134.40625,137.71875,90.239906,8883400
2000-12-06,137.78125,138.34375,135.03125,135.515625,88.796249,12888000
2000-12-07,134.875,135.875,133.65625,133.65625,87.577911,6529100
2000-12-08,137.0625,139.46875,133.875,133.96875,87.782707,10276300
2000-12-11,137.375,139.5625,136.71875,138.625,90.833694,6405600
2000-12-12,138.1875,138.8125,137.375,138.03125,90.444702,5022900
2000-12-13,139.25,139.40625,136.03125,136.140625,89.205818,6070500
2000-12-14,135.875,136.5,134.03125,134.40625,88.069374,7678400
2000-12-15,133.125,133.125,130.5625,130.96875,86.080215,9065300
2000-12-18,132.0625,133.46875,131.765625,132.71875,87.23037,7235400
2000-12-19,132.46875,134.96875,130.015625,130.015625,85.453743,9616600
2000-12-20,128.625,128.9375,126.09375,126.25,82.978752,9994300
2000-12-21,126.0,128.859375,125.53125,127.125,83.553871,14331500
2000-12-22,129.0,131.109375,128.84375,130.9375,86.059624,10182900
2000-12-26,130.84375,132.34375,130.28125,132.34375,86.983932,4665300
2000-12-27,131.75,133.734375,131.25,133.3125,87.620636,4854100
2000-12-28,132.8125,133.875,132.59375,133.71875,87.88765,8358700
2000-12-29,134.0625,134.28125,131.1875,131.1875,86.223991,8774600
2001-01-02,132.0,132.15625,127.5625,128.8125,84.662949,8737500
2001-01-03,128.3125,136.0,127.65625,135.0,88.729774,19431600
2001-01-04,134.9375,135.46875,133.0,133.546875,87.774673,9219000
2001-01-05,133.46875,133.625,129.1875,129.1875,84.909492,12911400
2001-01-08,129.875,130.1875,127.6875,130.1875,85.566696,6625300
2001-01-09,131.046875,131.5,129.421875,129.84375,85.340767,5702400
2001-01-10,129.0,132.125,128.8125,132.125,86.840164,8746100
2001-01-11,131.09375,133.484375,131.09375,132.25,86.922325,7245100
2001-01-12,132.6875,133.71875,131.28125,132.0,86.757965,7244000
2001-01-16,132.0,133.1875,131.515625,132.84375,87.312508,8542200
2001-01-17,134.84375,135.046875,132.640625,133.453125,87.713058,7851400
2001-01-18,133.4375,135.703125,132.9375,134.78125,88.585976,8107000
2001-01-19,136.1875,136.1875,133.875,134.015625,88.082787,7782500
2001-01-22,134.25,135.78125,133.5625,134.90625,88.668144,7050900
2001-01-23,134.46875,136.65625,134.15625,135.96875,89.366493,8463100
2001-01-24,136.25,137.3125,135.84375,136.375,89.633461,6199900
2001-01-25,136.25,137.25,135.65625,136.03125,89.40757,10818300
2001-01-26,135.15625,136.125,134.453125,135.875,89.304886,7136800
2001-01-29,135.5,136.899994,135.369995,136.600006,89.78138,6705900
2001-01-30,136.300003,137.919998,135.789993,137.800003,90.570084,7069100
2001-01-31,137.399994,138.699997,136.600006,137.020004,90.057442,9706900
2001-02-01,137.100006,137.949997,136.25,137.929993,90.655548,8239100
2001-02-02,137.399994,137.990005,134.75,134.800003,88.598289,8276600
2001-02-05,134.800003,135.940002,134.75,135.789993,89.24897,4352900
2001-02-06,135.300003,136.699997,135.220001,135.389999,88.986099,7106700
2001-02-07,134.720001,135.399994,133.679993,134.690002,88.525948,5748700
2001-02-08,134.800003,135.399994,133.100006,133.119995,87.494125,5943300
2001-02-09,133.350006,133.350006,131.259995,131.839996,86.652817,9913000
2001-02-12,131.699997,133.5,131.699997,133.350006,87.645287,5804400
2001-02-13,133.699997,134.169998,132.0,132.259995,86.928871,6587600
2001-02-14,132.649994,132.649994,130.660004,132.059998,86.797447,8400100
2001-02-15,132.839996,133.520004,131.990005,133.339996,87.638733,5929800
2001-02-16,131.0,131.289993,129.300003,130.399994,85.706398,6434900
2001-02-20,131.039993,131.139999,128.100006,128.389999,84.3853,5760000
2001-02-21,127.900002,128.839996,125.5,125.620003,82.56469,10910800
2001-02-22,126.349998,126.540001,123.019997,125.809998,82.689568,21281600
2001-02-23,125.080002,125.540001,121.800003,124.959999,82.130913,20173000
2001-02-26,125.800003,127.620003,124.5,127.620003,83.879204,11503700
2001-02-27,126.800003,127.839996,125.510002,126.440002,83.10363,11415000
2001-02-28,126.75,126.839996,123.269997,123.949997,81.467056,14825800
2001-03-01,124.050003,124.599998,121.75,124.599998,81.894302,14672000
2001-03-02,122.5,125.650002,122.300003,123.610001,81.243599,12564300
2001-03-05,124.150002,124.779999,123.809998,124.739998,81.986305,5293200
2001-03-06,126.349998,127.75,125.489998,126.080002,82.867027,6917000
2001-03-07,126.900002,127.040001,125.760002,126.980003,83.458557,6371700
2001-03-08,126.599998,127.239998,126.139999,127.120003,83.550568,6055000
2001-03-09,126.099998,126.099998,123.110001,123.360001,81.079277,10020300
2001-03-12,122.339996,122.5,117.75,118.080002,77.60894,13972900
2001-03-13,119.400002,120.440002,117.529999,120.019997,78.884056,12888000
2001-03-14,117.050003,119.290001,115.75,117.650002,77.326324,19883400
2001-03-15,118.449997,118.860001,117.360001,117.68,77.346069,10370300
2001-03-16,117.129997,117.400002,114.809998,115.010002,75.794716,58514600
2001-03-19,115.760002,117.690002,114.82,117.349998,77.336861,10067800
2001-03-20,117.900002,118.459999,114.110001,114.199997,75.260895,15083900
2001-03-21,114.18,115.260002,111.900002,112.260002,73.982384,19004600
2001-03-22,112.019997,112.599998,108.040001,111.120003,73.231117,28624800
2001-03-23,113.25,114.660004,111.5,114.480003,75.445404,12861700
2001-03-26,115.699997,116.269997,114.769997,115.940002,76.407616,9943800
2001-03-27,115.620003,118.650002,115.279999,118.309998,77.969498,12880700
2001-03-28,116.900002,116.949997,114.900002,115.040001,75.814461,10953300
2001-03-29,114.699997,116.5,112.139999,115.480003,76.104454,12060300
2001-03-30,115.550003,116.690002,114.5,116.690002,76.901894,9183600
2001-04-02,116.300003,117.379997,113.800003,114.199997,75.260895,10561000
2001-04-03,113.980003,114.150002,110.059998,110.389999,72.750015,12836000
2001-04-04,110.57,112.099998,109.300003,110.849998,73.053146,14884300
2001-04-05,113.300003,115.489998,112.5,115.050003,75.82106,21522800
2001-04-06,113.989998,114.400002,112.059998,113.300003,74.66777,14937800
2001-04-09,114.0,114.989998,112.779999,114.559998,75.498138,9034300
2001-04-10,115.449997,117.75,115.169998,116.650002,76.875481,17873600
2001-04-11,118.779999,118.989998,116.139999,116.730003,76.928291,12722300
2001-04-12,116.300003,118.940002,115.959999,118.849998,78.325356,9233200
2001-04-16,118.290001,118.889999,116.910004,117.599998,77.501564,7350000
2001-04-17,117.309998,119.660004,117.019997,119.260002,78.595566,10924700
2001-04-18,121.059998,126.0,120.690002,124.0,81.719345,32481600
2001-04-19,124.25,125.839996,123.580002,125.650002,82.806747,13809900
2001-04-20,124.900002,125.400002,123.660004,124.5,82.048866,7626700
2001-04-23,123.650002,123.889999,121.910004,122.239998,80.559464,8451800
2001-04-24,122.519997,123.650002,121.099998,121.580002,80.124519,10044700
2001-04-25,121.419998,123.669998,120.949997,123.169998,81.172386,8249000
2001-04-26,123.730003,125.220001,123.5,123.720001,81.534836,10590400
2001-04-27,124.919998,125.839996,124.199997,125.779999,82.892403,7938700
2001-04-30,126.449997,127.269997,124.669998,126.660004,83.472359,10766900
2001-05-01,125.07,127.150002,124.599998,127.050003,83.729378,10578000
2001-05-02,127.410004,127.690002,126.0,126.82,83.577812,9572900
2001-05-03,126.129997,126.150002,124.220001,125.209999,82.516808,9926200
2001-05-04,123.650002,127.349998,123.440002,127.339996,83.920532,12145300
2001-05-07,126.860001,127.379997,126.230003,126.239998,83.195595,7185200
2001-05-08,126.860001,127.099998,125.559998,126.18,83.156052,6952600
2001-05-09,125.25,126.550003,125.059998,125.650002,82.806747,9507400
2001-05-10,127.260002,127.5,125.769997,126.019997,83.050606,6872400
2001-05-11,126.0,126.489998,124.400002,125.150002,82.477234,7734400
2001-05-14,124.900002,125.440002,124.459999,125.400002,82.641991,7914000
2001-05-15,125.550003,126.5,124.849998,125.980003,83.024254,9782200
2001-05-16,124.839996,129.199997,124.620003,128.949997,84.98159,14909000
2001-05-17,129.0,130.080002,128.559998,129.149994,85.11335,11824600
2001-05-18,129.089996,129.740005,128.100006,129.740005,85.502197,6683100
2001-05-21,129.839996,131.839996,129.149994,131.649994,86.760933,11531500
2001-05-22,131.830002,132.089996,131.070007,131.479996,86.648872,8342700
2001-05-23,131.050003,131.050003,129.25,129.25,85.17923,12330800
2001-05-24,129.470001,130.0,128.550003,129.630005,85.42968,7902800
2001-05-25,129.649994,129.699997,127.900002,128.100006,84.421394,7425000
2001-05-29,128.220001,128.350006,126.900002,127.080002,83.749191,9003900
2001-05-30,126.589996,127.089996,125.0,125.300003,82.576103,10041800
2001-05-31,125.43,126.760002,125.260002,125.949997,83.004478,9874200
2001-06-01,126.199997,127.099998,125.120003,126.730003,83.518517,8848300
2001-06-04,126.800003,127.43,126.080002,127.339996,83.920532,5623500
2001-06-05,127.489998,129.229996,127.269997,128.800003,84.882706,9115400
2001-06-06,128.830002,128.830002,127.360001,127.730003,84.177582,12064900
2001-06-07,127.050003,128.350006,127.0,128.190002,84.480705,7355300
2001-06-08,127.699997,127.870003,126.139999,127.0,83.69648,8170600
2001-06-11,126.709999,126.989998,125.410004,126.099998,83.103302,7012200
2001-06-12,124.860001,126.739998,124.040001,125.879997,82.958336,9364400
2001-06-13,126.169998,126.580002,124.650002,124.800003,82.246605,7629400
2001-06-14,124.18,124.300003,121.75,122.0,80.401299,12603000
2001-06-15,120.910004,122.400002,120.400002,121.849998,80.530838,16821100
2001-06-18,121.650002,122.440002,120.910004,121.260002,80.140884,11368300
2001-06-19,122.379997,122.889999,120.889999,121.790001,80.491188,7732300
2001-06-20,121.190002,122.860001,121.099998,122.43,80.914177,8787200
2001-06-21,122.220001,124.309998,122.150002,123.82,81.832817,12259100
2001-06-22,123.489998,123.589996,122.160004,122.849998,81.191765,12212000
2001-06-25,123.279999,123.440002,121.5,121.720001,80.444931,8406800
2001-06-26,120.900002,122.389999,120.57,121.550003,80.332581,8005800
2001-06-27,121.599998,122.239998,120.910004,121.480003,80.286293,10105100
2001-06-28,122.0,123.940002,121.93,122.150002,80.729126,10269300
2001-06-29,122.800003,124.010002,122.260002,122.599998,81.02655,9824200
2001-07-02,122.800003,124.32,122.620003,124.129997,82.03772,8522200
2001-07-03,123.980003,124.099998,123.050003,124.099998,82.017876,3303100
2001-07-05,123.07,123.650002,121.660004,121.68,80.418488,5517900
2001-07-06,121.309998,121.489998,119.050003,119.050003,78.680313,11665900
2001-07-09,119.489998,120.540001,119.199997,119.699997,79.109924,8339300
2001-07-10,120.290001,120.639999,118.209999,118.260002,78.158188,8630700
2001-07-11,118.099998,118.889999,117.089996,118.379997,78.237503,15328600
2001-07-12,119.5,121.470001,119.309998,121.190002,80.094666,12002800
2001-07-13,120.839996,122.32,120.620003,122.239998,80.788567,10433800
2001-07-16,121.769997,122.279999,120.290001,120.709999,79.777412,6915300
2001-07-17,120.199997,121.949997,119.830002,121.839996,80.524231,7469800
2001-07-18,120.559998,121.639999,120.059998,121.010002,79.975685,7709300
2001-07-19,122.18,122.980003,120.760002,122.07,80.676262,10082900
2001-07-20,121.150002,121.940002,120.919998,121.339996,80.193794,6705800
2001-07-23,121.800003,121.879997,118.949997,118.949997,78.614227,8065200
2001-07-24,119.0,119.199997,116.75,117.800003,77.854179,12269000
2001-07-25,117.919998,119.480003,117.459999,119.099998,78.713387,12088500
2001-07-26,119.059998,120.849998,118.559998,120.349998,79.539505,12898200
2001-07-27,120.830002,121.349998,119.910004,120.809998,79.843498,8478800
2001-07-30,121.190002,121.349998,120.300003,120.849998,79.869965,8547700
2001-07-31,121.0,122.68,120.800003,121.349998,80.200394,11918100
2001-08-01,121.970001,122.699997,121.550003,122.110001,80.702682,11940800
2001-08-02,123.230003,123.25,121.889999,122.610001,81.033127,11070100
